PassengerId,Survived,Name,Age,SibSp,Parch,Fare,female,male,Pclass_1,Pclass_2,Pclass_3,Dr,Master,Miss,Mr,Mrs,Nobility,Officer,big_family,small_family,solo,C,Q,S
189,0.0,"Bourke, Mr. John",40.0,1,1,15.5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
190,0.0,"Turcin, Mr. Stjepan",36.0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
191,1.0,"Pinsky, Mrs. (Rosa)",32.0,0,0,13.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
192,0.0,"Carbines, Mr. William",19.0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
193,1.0,"Andersen-Jensen, Miss. Carla Christine Nielsine",19.0,1,0,7.8542,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
194,1.0,"Navratil, Master. Michel M",3.0,1,1,26.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
195,1.0,"Brown, Mrs. James Joseph (Margaret Tobin)",44.0,0,0,27.7208,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
196,1.0,"Lurette, Miss. Elise",58.0,0,0,146.5208,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
197,0.0,"Mernagh, Mr. Robert",35.0,0,0,7.75,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
198,0.0,"Olsen, Mr. Karl Siegwart Andreas",42.0,0,1,8.4042,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
199,1.0,"Madigan, Miss. Margaret ""Maggie""",24.0,0,0,7.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
200,0.0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",24.0,0,0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
201,0.0,"Vande Walle, Mr. Nestor Cyriel",28.0,0,0,9.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
202,0.0,"Sage, Mr. Frederick",20.0,8,2,69.55,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
203,0.0,"Johanson, Mr. Jakob Alfred",34.0,0,0,6.4958,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
204,0.0,"Youseff, Mr. Gerious",45.5,0,0,7.225,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
205,1.0,"Cohen, Mr. Gurshon ""Gus""",18.0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
206,0.0,"Strom, Miss. Telma Matilda",2.0,0,1,10.4625,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
207,0.0,"Backstrom, Mr. Karl Alfred",32.0,1,0,15.85,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
208,1.0,"Albimona, Mr. Nassef Cassem",26.0,0,0,18.7875,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
209,1.0,"Carr, Miss. Helen ""Ellen""",16.0,0,0,7.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
210,1.0,"Blank, Mr. Henry",40.0,0,0,31.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
211,0.0,"Ali, Mr. Ahmed",24.0,0,0,7.05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
212,1.0,"Cameron, Miss. Clear Annie",35.0,0,0,21.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
213,0.0,"Perkin, Mr. John Henry",22.0,0,0,7.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
214,0.0,"Givard, Mr. Hans Kristensen",30.0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
215,0.0,"Kiernan, Mr. Philip",28.0,1,0,7.75,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
216,1.0,"Newell, Miss. Madeleine",31.0,1,0,113.275,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
217,1.0,"Honkanen, Miss. Eliina",27.0,0,0,7.925,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
218,0.0,"Jacobsohn, Mr. Sidney Samuel",42.0,1,0,27.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
219,1.0,"Bazzani, Miss. Albina",32.0,0,0,76.2917,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
220,0.0,"Harris, Mr. Walter",30.0,0,0,10.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
221,1.0,"Sunderland, Mr. Victor Francis",16.0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
222,0.0,"Bracken, Mr. James H",27.0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
223,0.0,"Green, Mr. George Henry",51.0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
224,0.0,"Nenkoff, Mr. Christo",27.0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
225,1.0,"Hoyt, Mr. Frederick Maxfield",38.0,1,0,90.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
226,0.0,"Berglund, Mr. Karl Ivar Sven",22.0,0,0,9.35,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
227,1.0,"Mellors, Mr. William John",19.0,0,0,10.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
228,0.0,"Lovell, Mr. John Hall (""Henry"")",20.5,0,0,7.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
229,0.0,"Fahlstrom, Mr. Arne Jonas",18.0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
230,0.0,"Lefebre, Miss. Mathilde",8.0,3,1,25.4667,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
231,1.0,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",35.0,1,0,83.475,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
232,0.0,"Larsson, Mr. Bengt Edvin",29.0,0,0,7.775,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
233,0.0,"Sjostedt, Mr. Ernst Adolf",59.0,0,0,13.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
234,1.0,"Asplund, Miss. Lillian Gertrud",5.0,4,2,31.3875,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
235,0.0,"Leyson, Mr. Robert William Norman",24.0,0,0,10.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
236,0.0,"Harknett, Miss. Alice Phoebe",20.0,0,0,7.55,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
237,0.0,"Hold, Mr. Stephen",44.0,1,0,26.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
238,1.0,"Collyer, Miss. Marjorie ""Lottie""",8.0,0,2,26.25,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
239,0.0,"Pengelly, Mr. Frederick William",19.0,0,0,10.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
240,0.0,"Hunt, Mr. George Henry",33.0,0,0,12.275,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
241,0.0,"Zabour, Miss. Thamine",16.0,1,0,14.4542,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
242,1.0,"Murphy, Miss. Katherine ""Kate""",17.0,1,0,15.5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
243,0.0,"Coleridge, Mr. Reginald Charles",29.0,0,0,10.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
244,0.0,"Maenpaa, Mr. Matti Alexanteri",22.0,0,0,7.125,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
245,0.0,"Attalah, Mr. Sleiman",30.0,0,0,7.225,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
246,0.0,"Minahan, Dr. William Edward",44.0,2,0,90.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
247,0.0,"Lindahl, Miss. Agda Thorilda Viktoria",25.0,0,0,7.775,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
248,1.0,"Hamalainen, Mrs. William (Anna)",24.0,0,2,14.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
249,1.0,"Beckwith, Mr. Richard Leonard",37.0,1,1,52.5542,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
250,0.0,"Carter, Rev. Ernest Courtenay",54.0,1,0,26.0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
251,0.0,"Reed, Mr. James George",30.0,0,0,7.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
252,0.0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29.0,1,1,10.4625,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
253,0.0,"Stead, Mr. William Thomas",62.0,0,0,26.55,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
254,0.0,"Lobb, Mr. William Arthur",30.0,1,0,16.1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
255,0.0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41.0,0,2,20.2125,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
256,1.0,"Touma, Mrs. Darwis (Hanne Youssef Razi)",29.0,0,2,15.2458,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
257,1.0,"Thorne, Mrs. Gertrude Maybelle",46.0,0,0,79.2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
258,1.0,"Cherry, Miss. Gladys",30.0,0,0,86.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
259,1.0,"Ward, Miss. Anna",35.0,0,0,512.3292,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
260,1.0,"Parrish, Mrs. (Lutie Davis)",50.0,0,1,26.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
261,0.0,"Smith, Mr. Thomas",35.0,0,0,7.75,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
262,1.0,"Asplund, Master. Edvin Rojj Felix",3.0,4,2,31.3875,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
263,0.0,"Taussig, Mr. Emil",52.0,1,1,79.65,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
264,0.0,"Harrison, Mr. William",40.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
265,0.0,"Henry, Miss. Delia",24.0,0,0,7.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
266,0.0,"Reeves, Mr. David",36.0,0,0,10.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
267,0.0,"Panula, Mr. Ernesti Arvid",16.0,4,1,39.6875,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
268,1.0,"Persson, Mr. Ernst Ulrik",25.0,1,0,7.775,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
269,1.0,"Graham, Mrs. William Thompson (Edith Junkins)",58.0,0,1,153.4625,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
270,1.0,"Bissette, Miss. Amelia",35.0,0,0,135.6333,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
271,0.0,"Cairns, Mr. Alexander",46.0,0,0,31.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
272,1.0,"Tornquist, Mr. William Henry",25.0,0,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
273,1.0,"Mellinger, Mrs. (Elizabeth Anne Maidment)",41.0,0,1,19.5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
274,0.0,"Natsch, Mr. Charles H",37.0,0,1,29.7,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
275,1.0,"Healy, Miss. Hanora ""Nora""",24.0,0,0,7.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
276,1.0,"Andrews, Miss. Kornelia Theodosia",63.0,1,0,77.9583,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
277,0.0,"Lindblom, Miss. Augusta Charlotta",45.0,0,0,7.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
278,0.0,"Parkes, Mr. Francis ""Frank""",32.0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
279,0.0,"Rice, Master. Eric",7.0,4,1,29.125,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
280,1.0,"Abbott, Mrs. Stanton (Rosa Hunt)",35.0,1,1,20.25,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
281,0.0,"Duane, Mr. Frank",65.0,0,0,7.75,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
282,0.0,"Olsson, Mr. Nils Johan Goransson",28.0,0,0,7.8542,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
283,0.0,"de Pelsmaeker, Mr. Alfons",16.0,0,0,9.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
284,1.0,"Dorking, Mr. Edward Arthur",19.0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
285,0.0,"Smith, Mr. Richard William",45.0,0,0,26.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
286,0.0,"Stankovic, Mr. Ivan",33.0,0,0,8.6625,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
287,1.0,"de Mulder, Mr. Theodore",30.0,0,0,9.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
288,0.0,"Naidenoff, Mr. Penko",22.0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
289,1.0,"Hosono, Mr. Masabumi",42.0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
290,1.0,"Connolly, Miss. Kate",22.0,0,0,7.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
291,1.0,"Barber, Miss. Ellen ""Nellie""",26.0,0,0,78.85,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
292,1.0,"Bishop, Mrs. Dickinson H (Helen Walton)",19.0,1,0,91.0792,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
293,0.0,"Levy, Mr. Rene Jacques",36.0,0,0,12.875,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
294,0.0,"Haas, Miss. Aloisia",24.0,0,0,8.85,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
295,0.0,"Mineff, Mr. Ivan",24.0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
296,0.0,"Lewy, Mr. Ervin G",37.0,0,0,27.7208,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
297,0.0,"Hanna, Mr. Mansour",23.5,0,0,7.2292,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
298,0.0,"Allison, Miss. Helen Loraine",2.0,1,2,151.55,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
299,1.0,"Saalfeld, Mr. Adolphe",46.0,0,0,30.5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
300,1.0,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",50.0,0,1,247.5208,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
301,1.0,"Kelly, Miss. Anna Katherine ""Annie Kate""",24.0,0,0,7.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
302,1.0,"McCoy, Mr. Bernard",28.0,2,0,23.25,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
303,0.0,"Johnson, Mr. William Cahoone Jr",19.0,0,0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
304,1.0,"Keane, Miss. Nora A",30.0,0,0,12.35,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
305,0.0,"Williams, Mr. Howard Hugh ""Harry""",29.0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
306,1.0,"Allison, Master. Hudson Trevor",0.92,1,2,151.55,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
307,1.0,"Fleming, Miss. Margaret",32.0,0,0,110.8833,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
308,1.0,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17.0,1,0,108.9,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
309,0.0,"Abelson, Mr. Samuel",30.0,1,0,24.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
310,1.0,"Francatelli, Miss. Laura Mabel",30.0,0,0,56.9292,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
311,1.0,"Hays, Miss. Margaret Bechstein",24.0,0,0,83.1583,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
312,1.0,"Ryerson, Miss. Emily Borie",18.0,2,2,262.375,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
313,0.0,"Lahtinen, Mrs. William (Anna Sylfven)",26.0,1,1,26.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
314,0.0,"Hendekovic, Mr. Ignjac",28.0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
315,0.0,"Hart, Mr. Benjamin",43.0,1,1,26.25,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
316,1.0,"Nilsson, Miss. Helmina Josefina",26.0,0,0,7.8542,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
317,1.0,"Kantor, Mrs. Sinai (Miriam Sternin)",24.0,1,0,26.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
318,0.0,"Moraweck, Dr. Ernest",54.0,0,0,14.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
319,1.0,"Wick, Miss. Mary Natalie",31.0,0,2,164.8667,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
320,1.0,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40.0,1,1,134.5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
321,0.0,"Dennis, Mr. Samuel",22.0,0,0,7.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
322,0.0,"Danoff, Mr. Yoto",27.0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
323,1.0,"Slayter, Miss. Hilda Mary",30.0,0,0,12.35,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
324,1.0,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",22.0,1,1,29.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
325,0.0,"Sage, Mr. George John Jr",20.0,8,2,69.55,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
326,1.0,"Young, Miss. Marie Grice",36.0,0,0,135.6333,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
327,0.0,"Nysveen, Mr. Johan Hansen",61.0,0,0,6.2375,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
328,1.0,"Ball, Mrs. (Ada E Hall)",36.0,0,0,13.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
329,1.0,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31.0,1,1,20.525,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
330,1.0,"Hippach, Miss. Jean Gertrude",16.0,0,1,57.9792,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
331,1.0,"McCoy, Miss. Agnes",17.0,2,0,23.25,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
332,0.0,"Partner, Mr. Austen",45.5,0,0,28.5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
333,0.0,"Graham, Mr. George Edward",38.0,0,1,153.4625,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
334,0.0,"Vander Planke, Mr. Leo Edmondus",16.0,2,0,18.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
335,1.0,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",41.0,1,0,133.65,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
336,0.0,"Denkoff, Mr. Mitto",27.0,0,0,7.8958,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
337,0.0,"Pears, Mr. Thomas Clinton",29.0,1,0,66.6,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
338,1.0,"Burns, Miss. Elizabeth Margaret",41.0,0,0,134.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
339,1.0,"Dahl, Mr. Karl Edwart",45.0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
340,0.0,"Blackwell, Mr. Stephen Weart",45.0,0,0,35.5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
341,1.0,"Navratil, Master. Edmond Roger",2.0,1,1,26.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
342,1.0,"Fortune, Miss. Alice Elizabeth",24.0,3,2,263.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
343,0.0,"Collander, Mr. Erik Gustaf",28.0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
344,0.0,"Sedgwick, Mr. Charles Frederick Waddington",25.0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
345,0.0,"Fox, Mr. Stanley Hubert",36.0,0,0,13.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
346,1.0,"Brown, Miss. Amelia ""Mildred""",24.0,0,0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
347,1.0,"Smith, Miss. Marion Elsie",40.0,0,0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
348,1.0,"Davison, Mrs. Thomas Henry (Mary E Finck)",28.0,1,0,16.1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
349,1.0,"Coutts, Master. William Loch ""William""",3.0,1,1,15.9,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
350,0.0,"Dimic, Mr. Jovan",42.0,0,0,8.6625,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
351,0.0,"Odahl, Mr. Nils Martin",23.0,0,0,9.225,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
352,0.0,"Williams-Lambert, Mr. Fletcher Fellows",43.0,0,0,35.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
353,0.0,"Elias, Mr. Tannous",15.0,1,1,7.2292,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
354,0.0,"Arnold-Franchi, Mr. Josef",25.0,1,0,17.8,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
355,0.0,"Yousif, Mr. Wazli",27.0,0,0,7.225,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
356,0.0,"Vanden Steen, Mr. Leo Peter",28.0,0,0,9.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
357,1.0,"Bowerman, Miss. Elsie Edith",22.0,0,1,55.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
358,0.0,"Funk, Miss. Annie Clemmer",38.0,0,0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
359,1.0,"McGovern, Miss. Mary",21.0,0,0,7.8792,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
360,1.0,"Mockler, Miss. Helen Mary ""Ellie""",21.0,0,0,7.8792,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
361,0.0,"Skoog, Mr. Wilhelm",40.0,1,4,27.9,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
362,0.0,"del Carlo, Mr. Sebastiano",29.0,1,0,27.7208,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
363,0.0,"Barbara, Mrs. (Catherine David)",45.0,0,1,14.4542,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
364,0.0,"Asim, Mr. Adola",35.0,0,0,7.05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
365,0.0,"O'Brien, Mr. Thomas",31.0,1,0,15.5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
366,0.0,"Adahl, Mr. Mauritz Nils Martin",30.0,0,0,7.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
367,1.0,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",60.0,1,0,75.25,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
368,1.0,"Moussa, Mrs. (Mantoura Boulos)",32.0,0,0,7.2292,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
369,1.0,"Jermyn, Miss. Annie",24.0,0,0,7.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
370,1.0,"Aubart, Mme. Leontine Pauline",24.0,0,0,69.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
371,1.0,"Harder, Mr. George Achilles",25.0,1,0,55.4417,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
372,0.0,"Wiklund, Mr. Jakob Alfred",18.0,1,0,6.4958,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
373,0.0,"Beavan, Mr. William Thomas",19.0,0,0,8.05,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
374,0.0,"Ringhini, Mr. Sante",22.0,0,0,135.6333,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
375,0.0,"Palsson, Miss. Stina Viola",3.0,3,1,21.075,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
376,1.0,"Meyer, Mrs. Edgar Joseph (Leila Saks)",41.0,1,0,82.1708,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
377,1.0,"Landergren, Miss. Aurora Adelia",22.0,0,0,7.25,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
378,0.0,"Widener, Mr. Harry Elkins",27.0,0,2,211.5,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
